Año Contab;Mes Contab;Dia Contab;F. Contab;Año Emisión;Mes Emisión;Dia Emisión;F. Emisión;Comp;Prov - Cód;Prov - Ord 1;Artículo - Cód Gen;Desc;Artículo - Clase - Cód;Artículo - Ord 1 - Cód;Artículo - Ord 1;Artículo - Ord 2 - Cód;Artículo - Ord 2;Cant UM 1;Precio unitario;Impte. Neto mon. Local
2020;1;3;03/01/2020;2020;1;3;03/01/2020;TF A 00004-00040662;1561;PROV  VARIOS;77050001;NAFTA;300;XB00;COMBUSTIBLES/KEROSENE;XA10;INSUMOS NO PRODUCTIVOS;228;17,55;3992,44
2020;1;3;03/01/2020;2020;1;3;03/01/2020;TF A 00004-00040662;1561;PROV  VARIOS;77050002;GAS OIL;300;XB00;COMBUSTIBLES/KEROSENE;XA10;INSUMOS NO PRODUCTIVOS;76;16,12;1221,49
2020;1;6;06/01/2020;2020;1;6;06/01/2020;FC A 00002-00005459;1570;PROV  VARIOS;77160016;ORING 2-141;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;6,38;25,50
2020;1;6;06/01/2020;2020;1;6;06/01/2020;FC A 00002-00005459;1570;PROV  VARIOS;77160103;ORING 2-143;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;7,21;28,83
2020;1;6;06/01/2020;2020;1;6;06/01/2020;FC A 00002-00005459;1570;PROV  VARIOS;77160055;WIPER SERIE D-1500;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;21,90;87,60
2020;1;6;06/01/2020;2020;1;6;06/01/2020;FC A 00002-00005459;1570;PROV  VARIOS;77160104;ORING 2-137;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;6,10;24,39
2020;1;6;06/01/2020;2020;1;6;06/01/2020;FC A 00002-00005459;1570;PROV  VARIOS;77160026;POLYPACK 2500-1500-375B;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;95,08;380,32
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00003-00011888;489;PROV ACCESORIOS;77400035;Limpiador Lub. 367255-LUB Aerosol (180grs) - TEKBO;400;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;5;53,59;267,96
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00003-00011888;489;PROV ACCESORIOS;77150069;Silicona Acetica Alta Temp Rojo 321911(280gr) Cart;420;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;10;131,21;1312,08
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00003-00011888;489;PROV ACCESORIOS;77150105;Silicona Acetica Uso gral 326982 (256gr) - TEKBOND;420;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;10;90,29;902,88
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00006-00078579;2404;PROV  VARIOS;77150105;EL PULPITO 240GR. ADHESIVO SINTETICO;420;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;2;118,76;237,52
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00003-00011888;489;PROV ACCESORIOS;77090015;"Disco DC (4,5"") 114,3X1X22,2 BNA 12 Acero Inox.";400;XB40;DISCOS/PIEDRAS ABRASIVOS;XA10;INSUMOS NO PRODUCTIVOS;50;23,65;1182,72
2020;1;7;07/01/2020;2020;1;7;07/01/2020;FC A 00001-00028803;1729;PROV ACCESORIOS;9991202;THINNER;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;200;38,71;7741,44
2020;1;7;07/01/2020;2020;1;7;07/01/2020;LSP A 00020-02313339;506;PROV  VARIOS;77055001;ENERGIA FABRICA IVA 27%;370;XB10;ENERGIA;XA00;INSUMOS PRODUCTIVOS;30134;3,50;105395,69
2020;1;7;07/01/2020;2020;1;7;07/01/2020;LSP A 00002-00039272;654;PROV  VARIOS;77065001;GAS FABRICA TRASLADADO IVA 27%;330;XB20;GAS;XA00;INSUMOS PRODUCTIVOS;30297;3,88;117423,03
2020;1;7;07/01/2020;2020;1;7;07/01/2020;TF A 00004-00040808;1561;PROV  VARIOS;77050002;GAS OIL;300;XB00;COMBUSTIBLES/KEROSENE;XA10;INSUMOS NO PRODUCTIVOS;43;15,90;685,48
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00023959;2878;PROV  VARIOS;77110070;"Valvula Esférica 1 1/2"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;1;1012,00;1012,00
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00023959;2878;PROV  VARIOS;77110072;"Valvula Esférica 1 1/4"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;3;572,00;1716,00
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77100047;MECHA HSS 17MM MARCA EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;811,36;1622,72
2020;1;8;08/01/2020;2020;1;8;08/01/2020;TF A 00001-00003794;3244;PROV  VARIOS;77070004;Jabon Manos;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;5;87,27;436,37
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00023959;2878;PROV  VARIOS;77110073;"Valvula Esférica 2"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;2;1333,20;2666,40
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00023959;2878;PROV  VARIOS;77110074;"Valvula Esférica 2 1/2"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;3;2934,80;8804,40
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00000550;2903;PROV  VARIOS;   01-20-164-P1-2975;Perno Hja 1º Ojaladora Fairbank Ø29.75;410;XC41;HTAS OJALADO;XB11;PERNOS;1;3880,80;3880,80
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00000550;2903;PROV  VARIOS;    01-20-164-P1-295;Perno Hja 1º Ojaladora Fairbank Ø29.5;410;XC41;HTAS OJALADO;XB11;PERNOS;1;3880,80;3880,80
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00000550;2903;PROV  VARIOS;    01-20-164-P1-349;Perno Hja 1º Ojaladora Fairbank Ø34.9;410;XC41;HTAS OJALADO;XB11;PERNOS;1;3880,80;3880,80
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00023959;2878;PROV  VARIOS;77110071;"Valvula Esférica 1"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;5;413,60;2068,00
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77040066;PINZA PORTA ELECTRODO 300 AMPS;400;XB30;INSUM./ELEM. DE SOLDADURA;XD20;ELEM-FERRETERIA;2;102,44;204,88
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77040067;KIT MANDRIL/LLAVE/VASTAGO;400;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;2;321,20;642,40
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77140020;"TUBO HEX. 32 MM - ENCASTRE 1/2""";410;XC40;HTA.AJUSTE;XC50;HTAS APRIETE;1;132,88;132,88
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77040084;VASTAGO ADAPTADOR SDS PLUS A MANDRIL;400;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;2;44,00;88,00
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77040053;PINZA DE MASA 500W;400;XB30;INSUM./ELEM. DE SOLDADURA;XD20;ELEM-FERRETERIA;2;139,92;279,84
2020;1;8;08/01/2020;2020;1;8;08/01/2020;FC A 00002-00010479;1139;PROV  VARIOS;77091001;RUEDA COPA 178x76x73 GB60K;400;XB40;DISCOS/PIEDRAS ABRASIVOS;XA10;INSUMOS NO PRODUCTIVOS;3;1188,88;3566,64
2020;1;10;10/01/2020;2020;1;10;10/01/2020;FC A 00002-00005472;1570;PROV  VARIOS;77090022;IM-S/E-20-10-B FILTRO HIDRÁULICO 10 MICRONES;400;XE60;FILTROS;WA10;ACCESORIOS;2;538,88;1077,75
2020;1;10;10/01/2020;2020;1;10;10/01/2020;FC A 00002-00023978;2878;PROV  VARIOS;77160112;POLYPACK 3750-3000-625B;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;3;176,00;528,00
2020;1;10;10/01/2020;2020;1;10;10/01/2020;FC A 00003-00010461;1730;PROV ACCESORIOS;9991101;PINTURA ANTIOXIDO NEG. S/RAPIDO;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;200;119,60;23919,41
2020;1;10;10/01/2020;2020;1;10;10/01/2020;FC A 00003-00010461;1730;PROV ACCESORIOS;9991103;PINTURA ANTIOXIDO ROJO S/RAPIDO;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;40;124,95;4998,14
2020;1;13;13/01/2020;2020;1;13;13/01/2020;FC A 00003-00000364;3112;PROV  VARIOS;77025001;GUANTE ALGODON MOTEADO;320;XA50;GUANTES/MANOPLAS;XA10;INSUMOS NO PRODUCTIVOS;240;10,42;2500,37
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194984;101;PLANCH  ELAST;            75 10 51;AC PLA 75 X 10          5160;100;AA90;ANCHO 75;BB90;ESPESOR 10;1944;24,10;46852,30
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194983;101;PLANCH  ELAST;            63 10 51;AC PLA 63 X 10          5160;100;AA60;ANCHO 63;BB90;ESPESOR 10;4297;24,10;103561,91
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194989;101;PLANCH  ELAST;            80 13 51;AC PLA 80 X 13          5160;100;AB10;ANCHO 80;BC40;ESPESOR 13;5698;24,10;137327,37
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194985;101;PLANCH  ELAST;            75 11 51;AC PLA 75 X 11          5160;100;AA90;ANCHO 75;BC10;ESPESOR 11;1832;24,10;44152,99
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194987;101;PLANCH  ELAST;           100 20 51;AC  PLA 100 X 20         5160;100;AB30;ANCHO 100;BD30;ESPESOR 20;5840;24,22;141435,85
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194986;101;PLANCH  ELAST;            90 13 51;AC PLA 90 X 13          5160;100;AB20;ANCHO 90;BC40;ESPESOR 13;2127;24,10;51262,78
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 00002-00005479;1570;PROV  VARIOS;77160113;ORING 2-268;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;4;47,12;188,50
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194981;101;PLANCH  ELAST;             50 8 51;AC PLA 50 X 8           5160;100;AA20;ANCHO 50;BB50;ESPESOR 8;1869;24,10;45044,73
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194982;101;PLANCH  ELAST;             60 8 51;AC  PLA 60 X 8           5160;100;AA50;ANCHO 60;BB50;ESPESOR 8;2031;24,10;48949,09
2020;1;14;14/01/2020;2020;1;14;14/01/2020;FC A 01012-00194988;101;PLANCH  ELAST;             60 8 51;AC  PLA 60 X 8           5160;100;AA50;ANCHO 60;BB50;ESPESOR 8;1997;24,10;48129,66
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00022-00009447;511;PROV  VARIOS;77200021;CABLE UNIPOLAR N/IRAM 1X 4.00MMX100M VER/AMA;430;XB80;MAT-ELECTR.;XA60;CABLES;0;821,15;205,29
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00002-00006403;789;PROV ACCESORIOS;77015006;GAS CO2;330;XA30;OXIGENO-NITROG-ACETILENO;XA10;INSUMOS NO PRODUCTIVOS;25;33,11;827,75
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00001-00000113;3286;PROV  VARIOS;77040011;BOLSA SUPERCOMPACT. 90X1.20   X 10 UNID;340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;10;48,40;484,00
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100006;Mecha HSS 8 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;128,90;257,80
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100026;Mecha HSS 4.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;4;56,83;227,30
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100004;Mecha HSS 5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;1;63,48;63,48
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100005;Mecha HSS 6 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;72,63;145,25
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100071;Mecha HSS 2.50 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;1;37,42;37,42
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100027;Mecha HSS 5.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;4;69,58;278,31
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100028;Mecha HSS 7 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;97,85;195,70
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100029;Mecha HSS 8.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;147,19;294,39
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100021;Mecha HSS 9.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;187,39;374,77
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00003-00010622;1931;PROV  VARIOS;77040074;RUEDA RECTA 150 X 19 X 19 #100 CV;400;XB40;DISCOS/PIEDRAS ABRASIVOS;XD20;ELEM-FERRETERIA;2;454,01;908,02
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00002-00024063;2878;PROV  VARIOS;77110074;"Valvula Esférica 2 1/2"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;1;2934,80;2934,80
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100065;Mecha HSS 7.50 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;112,27;224,53
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00022-00009447;511;PROV  VARIOS;77200023;CABLE UNIPOLAR N/IRAM 1X 10.00MMX100M MARRON;430;XB80;MAT-ELECTR.;XA60;CABLES;0;2089,37;522,34
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00022-00009447;511;PROV  VARIOS;77200023;CABLE UNIPOLAR N/IRAM 1X 10.00MMX100M CELESTE;430;XB80;MAT-ELECTR.;XA60;CABLES;0;1965,55;491,39
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00022-00009447;511;PROV  VARIOS;77200496;TERMINAL A COMP. ACC 4/2 3/16 x 100u;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;0;257,68;64,42
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100030;Mecha HSS 9 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;166,32;332,64
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100025;Mecha HSS 3.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;4;42,41;169,65
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100019;Mecha HSS 3 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;4;39,64;158,56
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00003-00010622;1931;PROV  VARIOS;77040073;RUEDA RECTA 150 X 19 X 19 #60 G96;400;XB40;DISCOS/PIEDRAS ABRASIVOS;XD20;ELEM-FERRETERIA;2;239,50;479,00
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100003;Mecha HSS 4 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;4;47,68;190,71
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100022;Mecha HSS 10.5 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;173,21;346,43
2020;2;1;01/02/2020;2020;1;15;15/01/2020;FC A 00003-00011935;489;PROV ACCESORIOS;77100031;Mecha HSS 10 mm marca EZETA;410;XB51;HTAS AGUJEREAR;XA20;MECHAS;2;218,99;437,98
2020;1;15;15/01/2020;2020;1;15;15/01/2020;FC A 00022-00009447;511;PROV  VARIOS;77200495;TERMINAL A COMP. ACC 10/3 5/16 x 100u;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;0;456,35;114,09
2020;1;16;16/01/2020;2020;1;16;16/01/2020;FC A 01012-00195176;101;PLANCH  ELAST;            80 15 51;AC PLA 80 X 15          5160;100;AB10;ANCHO 80;BC60;ESPESOR 15;12223;24,10;294586,26
2020;1;16;16/01/2020;2020;1;16;16/01/2020;FC A 01012-00195174;101;PLANCH  ELAST;             50 7 51;AC PLA 50 X 7           5160;100;AA20;ANCHO 50;BB40;ESPESOR 7;3504;24,10;84449,83
2020;1;16;16/01/2020;2020;1;16;16/01/2020;FC A 01012-00195175;101;PLANCH  ELAST;            80 16 51;AC PLA 80 X 16          5160;100;AB10;ANCHO 80;BC80;ESPESOR 16;11933;24,10;287596,98
2020;1;17;17/01/2020;2020;1;17;17/01/2020;FC A 00006-00079027;2404;PROV  VARIOS;77150047;"TEFLON 3/4""";420;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;20;25,36;507,19
2020;2;1;01/02/2020;2020;1;17;17/01/2020;FC A 00002-00010518;1139;PROV  VARIOS;77200143;CINTA AISLADORA 3M;430;XB80;MAT-ELECTR.;XE60;AISLANTES ELECTRICOS;20;18,04;360,80
2020;1;17;17/01/2020;2020;1;17;17/01/2020;FC A 00006-00079030;2404;PROV  VARIOS;77091004;SEGMENTO P/RECT. PIEDRAS  25 x 25 x 150;400;XB40;DISCOS/PIEDRAS ABRASIVOS;XA10;INSUMOS NO PRODUCTIVOS;5;218,76;1093,80
